species,collection_no,collection_name,specimen_ID,part,length,amber,age_ma
Cenocephalus rhinoceroide,122474,Dominican amber (SMNS coll),SMNS Do-119-K-3,body,3.5,amber,17.13
Ceratoteleia caudata,123927,"Baltic amber, Konigsberg collection",No. XIIIB937,body,3.5,amber,35.95
Cercopites umbratilis,122090,Green River (Packard Collection),108,tegmen,3.5,not_amber,48.25
Ceutorhynchus obliquus,121473,"Brunstatt, horizon d2",C. obliquus d2 type,body,3.5,not_amber,31.15
Chaetopleurophora laminarum,106381,"Florissant, Station 14",AMNH 26611,body,3.5,not_amber,35.55
Chalcis praevolans,124682,"Florissant, Station 12",NA,forewing,3.5,not_amber,35.55
Chaoborites argillaceus,118010,Kubekovo village (PIN collection 1255),PIN 1255/220,wing,3.5,not_amber,168.2
Chelonus muratus,106384,Florissant (MCZ Collection),MCZ 2341,body,3.5,not_amber,35.55
Chengdeserphus petiolatus,107001,"Gaositai railway station, Chengde City",CH93015,body,3.5,not_amber,127.725
Chimaerocoleites parvulus,117989,Chernyy Etap II (PIN collection 1068),PIN 1068/11a,elytron,3.5,not_amber,176.5
Chimarra (Chimarrita) succini,122474,Dominican amber (SMNS coll),SMNS Do-3386-M-1,forewing,3.5,amber,17.13
Chloriona stavropolitana,125989,"Vishnevaya Balka creek, outcrop 2 bed XVI, Stavropol (PIN collection 254)",PIN 254/1030,tegmen,3.5,not_amber,13.789
Choeridium ebeninum,20479,Port Kennedy Cave,NA,elytron,3.5,not_amber,1.05
Chosia yamadai,157033,"Choshi amber, Inubouzaki",CBM-PI 000001,body,3.5,amber,123.955
Chrysomelites fabricii,152291,Atanekerdluk (1850s collections),NA,elytron,3.5,not_amber,60.4
Cicadocoris incompletus,105087,"Ak-Bulak-Say, Sogjuta, Issyk-Kul (PIN Collection 371)",PIN 371/175,hemelytron,3.5,not_amber,196.05
Cicadocoris kuzbasicus,125341,"Lyagush'ye, PIN collection 2245 (trench 82), Chernyy Etap 1",PIN 2245/271,hemelytron,3.5,not_amber,186.75
Cicadoides shandongensis,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL133,body,3.5,not_amber,119
Cirrosphex admirabilis,123020,Burmese amber (BMNH coll),NHM In. 19125(1),body,3.5,amber,96.55
Clavicoris cretaceus,104054,"Myangad locality, Section 221/17",PIN 3152/797,wing,3.5,not_amber,119
Codemus jejunus,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/3261,elytron,3.5,not_amber,161.7
Coelambus niedzwiedzkii,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Cossonus gabbii,106384,Florissant (MCZ Collection),Scudder 2311,body,3.5,not_amber,35.55
Cratotipula latialata,104659,"Crato, Pedra Branca Quarry (Martins-Neto collection)",RGMN-024,wing,3.5,not_amber,117.245
Cretaceoripidius burmiticus,123020,Burmese amber (BMNH coll),BMNH In.19092,body,3.5,amber,96.55
Cretodryinus zherichini,122590,"Taimyr amber, Yantardakh Hill (PIN collection 3130)",PIN 3130/112,forewing,3.5,amber,84.95
Cretoecus spinicoxa,35051,"Nizhnyaya Agapa River, Taimyr Amber (PIN collection 3426)",PIN 3426/189,body,3.5,amber,96.55
Cryptophagus sunchalensis,110536,Station 3; Sunchal,NA,body,3.5,not_amber,61
Curculionites eustictus,110425,Station 2; Sunchal,AMNH 24508,elytron,3.5,not_amber,61
Cymocoris basalis,104054,"Myangad locality, Section 221/17",PIN 3152/2914,wing,3.5,not_amber,119
Cyphon shevyrevi,113470,Baltic amber (PIN collection 364),PIN 364/289,body,3.5,amber,35.95
Dara fossilis,104008,"Dinton, Vale of Wardour, Middle Purbeck",NA,body,3.5,not_amber,142.6
Delopterum minutum,114151,"Elmo, MCZ 1935 collection Upper Limestone",MCZ 3979,body,3.5,not_amber,284.7
Delopterum radtshenkoi,122568,"Kaltan, outcrop 1300, bed 7 (PIN collection 600)",PIN 600/474,forewing,3.5,not_amber,270.55
Delphax veterum,105004,USGS 17-5; Cathedral Bluffs south of Little Tommies Draw,USNM 66926 ,body,3.5,not_amber,48.25
Dicranomyia (Dicranomyia) grandis,109625,"Baltic Amber, Berendt collection",MfN MB.J 325,body,3.5,amber,35.95
Docirhynchus terebrans,106384,Florissant (MCZ Collection),NA,body,3.5,not_amber,35.55
Docosia baisae,106103,"Baissa (PIN collection 4210, layer 31)",PIN 4210/2967,body,3.5,not_amber,119
Docosia zaza,106103,"Baissa (PIN collection 4210, layer 31)",PIN 4210/2963,body,3.5,not_amber,119
Docosia zaza,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9848,wing,3.5,not_amber,119
Dolichoderus vectensis,123959,Bembridge Marls (Brodie coll),BMNH I.9198,forewing,3.5,not_amber,35.95
Dryomyza pelidua,122010,Rott (Statz coll),LACMIP 3630,body,3.5,not_amber,25.715
Eccoptarthrus tenuicornis,113439,Karatau-Mikhailovka (PIN collection 2784),PIN 2784/1493,body,3.5,not_amber,161.7
Eclytus lutatus,122092,Green River (Lee Collection),Lee 36,body,3.5,not_amber,48.25
Ectatomma gracile,123432,Sicilian amber (Bologna coll),16629,body,3.5,amber,8.4705
Elodes minax,123870,Baltic Amber (Bachofen-Echt collection),BSPG Bachofen-Echt C.226,body,3.5,amber,35.95
Enochrus pleistocenicus,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Entomecoris morator,105002,"Hondelage, Braunschweig",GPIBC fig 118,wing,3.5,not_amber,182.5
Eoanthocoris ghidarinus,124811,Pavlovka Settlement (PIN collection 1846),PIN 1846/96,tegmen,3.5,not_amber,119
Eodromeites udensis,104950,Uda River (PIN collection 3053),PIN 3053/429,elytron,3.5,not_amber,157.8
Eophyllodrepa propinqua,105017,Novospasskoye village (PIN collection 3000),PIN 3000/924,body,3.5,not_amber,160.4
Eoptychopterina karatavica,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/1459,body,3.5,not_amber,161.7
Erirrhinites bognorensis,126591,Bognor Regis beach,BMNH In. 49045,body,3.5,not_amber,51.9
Eucorethrina flexa,118010,Kubekovo village (PIN collection 1255),PIN 1255/226,wing,3.5,not_amber,168.2
Eusterinx vectensis,123959,Bembridge Marls (Brodie coll),NHML I. 9370,forewing,3.5,not_amber,35.95
Evaniella eocenica,120813,Baltic Amber (Museum Ziemi collection),MZ 23945,forewing,3.5,amber,35.95
Exechia erupta,140788,Zanzibar Copal (Evers collection),Evers 32,body,3.5,amber,0.00585
Fenusa parvus,106381,"Florissant, Station 14",NA,body,3.5,not_amber,35.55
Fenusa primula,106381,"Florissant, Station 14",NA,forewing,3.5,not_amber,35.55
Formica bauckhorni,138696,Rott (Bauckhorn coll),NA,body,3.5,not_amber,25.715
Formica buphthalma,117612,Mok&#345;ina (Krottensee),NA,body,3.5,not_amber,16.435
Fulgoridium (Metafulgoridium) praetruncatum,107552,"Hattorf, Fallersleben (Elegans)",MGITHB fig 178,forewing,3.5,not_amber,182.5
Fungivorites latimedius,115717,Karatau-Galkino (PIN collection 2452),PIN 2452/548,body,3.5,not_amber,161.7
Geocoris monserrati,123306,Izarra (MCNA collection),MCNA 5361,body,3.5,not_amber,25.565
Glaphyroptula anglica,124688,Lower Lias (Brodie coll),USNM 61408,elytron,3.5,not_amber,202.5
Glisachaemus jonasdamzeni,110737,Baltic Amber (University of Gdansk MAI collection),MIB 5075,tegmen,3.5,amber,35.95
Gurvanocoleus hirsutus,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/981,body,3.5,not_amber,119
Gymnusa antiqua,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Haidomyrmex zigrasi,123113,Burmese amber (Zigras coll),JZC-BuXX,body,3.5,amber,96.55
Haltica dubia,121476,"Brunstatt, horizon d4",H. dubia d4 type,elytron,3.5,not_amber,31.15
Hecabolus gladiator,122010,Rott (Statz coll),LACMIP 3935,body,3.5,not_amber,25.715
Helicopsyche damseni,110735,"Baltic Amber, GPIH collection",NA,forewing,3.5,amber,35.95
Helius (Helius) collemus,125757,Chiapas amber (Poinar coll),Poinar MI-23-57,wing,3.5,amber,19.5
Helius minutus,120813,Baltic Amber (Museum Ziemi collection),MZ 7895,body,3.5,amber,35.95
Helophorus (Mesohelophorus) palaeosibiricus,105969,Baissa (PIN collection 3064),PIN 3064/841,body,3.5,not_amber,119
Hermaeomyia baisica,119498,"Baissa (PIN collection 3064, bed 15)",PIN 3064/9004,wing,3.5,not_amber,119
Hermaeomyia baisica,119498,"Baissa (PIN collection 3064, bed 15)",PIN 3064/9006,wing,3.5,not_amber,119
Hermaeomyia bellula,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9671,wing,3.5,not_amber,119
Hermaeomyia bellula,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9672,wing,3.5,not_amber,119
Hermaeomyia bellula,122549,"Baissa (PIN collection 3064, bed 31)",PIN 3064/9673,wing,3.5,not_amber,119
Hermaeomyia dubia,105375,Obeshchayushchiy (PIN collection 3901),PIN 3901/361,wing,3.5,not_amber,77.05
Hermaeomyia unisaetigera,125791,"Baissa (PIN collection 4210, layer 15)",PIN 4210/3082,wing,3.5,not_amber,119
Heterotermes primaevus,124623,"UCMP B-5103, Las Cruces landslide, Simojovel region",UCMP 12679A,body,3.5,amber,19.5
Hexascytina tillyardi,106484,Mount Crosby Insect Bed,UQ C2113,tegmen,3.5,not_amber,232.5
Hexascytina tillyardi,113431,Mount Crosby Insect Bed (Tillyard BMNH collection),BMNH In.44908,tegmen,3.5,not_amber,232.5
Hexascytina tillyardi,113431,Mount Crosby Insect Bed (Tillyard BMNH collection),BMNH In.44927,tegmen,3.5,not_amber,232.5
Huaxiacinectus xiangfanggouensis,140467,"Cx1, Xiangfanggou, Xinyao, Chongxin County",82X04,tegmen,3.5,not_amber,131.15
Huaxiacinectus xinyaoensis,140467,"Cx1, Xiangfanggou, Xinyao, Chongxin County",82X03,body,3.5,not_amber,131.15
Hydrobiites vladimiri,113351,"Balymotikha, Vyazniki (PIN collection 5103)",PIN 5103/1a,elytron,3.5,not_amber,253.17
Hydroporus (Oreodytes) borealis,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Hydroporus pleistocenicus,153476,Boryslawia,NA,body,3.5,not_amber,0.06885
Hydroporus praenigrita,153476,Boryslawia,NA,body,3.5,not_amber,0.06885
Hydroporus praenivalis,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Hydroptila phileos,105004,USGS 17-5; Cathedral Bluffs south of Little Tommies Draw,USNM 66553 ,body,3.5,not_amber,48.25
Hylastes aterites,124073,"Baltic Amber, Klebs collection",Klebs K/2353,body,3.5,amber,35.95
Hylobius morosus,122487,Aix-en-Provence (Museum Marseille Coll),NA,body,3.5,not_amber,25.565
Hylurgops tuberculifer,124073,"Baltic Amber, Klebs collection",Klebs K.41,body,3.5,amber,35.95
Hymenorus oculatus,122472,Dominican amber (Poinar coll),NA,elytron,3.5,amber,17.13
Hypera glacialis,153476,Boryslawia,NA,elytron,3.5,not_amber,0.06885
Hyperomima antiqua,104008,"Dinton, Vale of Wardour, Middle Purbeck",Hand Pl XLV fig 87,elytron,3.5,not_amber,142.6
Hypnomorphus carpolithus,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/2606,elytron,3.5,not_amber,161.7
Hypopomyrmex bombiccii,123432,Sicilian amber (Bologna coll),16618,body,3.5,amber,8.4705
Hypsocorethra toficola,104950,Uda River (PIN collection 3053),PIN 3053/793,wing,3.5,not_amber,157.8
Ignotingis mirifica,106313,"Nanligezhuang, Tuanwang Town, Laiyang City (Shandong Prov. Mus.)",NIGP L86818,body,3.5,not_amber,119
Ipsaneusidalys latipennis,119441,"Baissa (PIN collection 4210, layer 22)",PIN 4210/2938,wing,3.5,not_amber,119
Ipsaneusidalys shato,113356,"Bon Tsagaan (PIN collection 3559, outcrop 45/19)",PIN 3559/3990,wing,3.5,not_amber,119
Irkutonecta longiclavalis,122950,Ust-Baley Locality (PIN collection 1670),PIN 1670/88,hemelytron,3.5,not_amber,178.4
Jassus latebrae,106384,Florissant (MCZ Collection),6639,body,3.5,not_amber,35.55
Jersambromyia borodini,123016,"Sunrise landing, East Brunswick",AMNH NJ-90O,body,3.5,amber,91.85
Jurabrachyceron abbreviatum,105017,Novospasskoye village (PIN collection 3000),PIN 3000/1725,wing,3.5,not_amber,160.4
Kamaroma breve,104008,"Dinton, Vale of Wardour, Middle Purbeck",Hand Pl XLV fig 82,elytron,3.5,not_amber,142.6
Karadromeus xiangfanggouensis,140467,"Cx1, Xiangfanggou, Xinyao, Chongxin County",82X08,body,3.5,not_amber,131.15
Karataoserphus dorsoniger,106101,Karatau-Mikhailovka (PIN collection 2239),PIN 2239/2551,forewing,3.5,not_amber,161.7
Karataoserphus meridionalis,106279,Karatau-Mikhailovka (PIN collection 2904),PIN 2904/1248,body,3.5,not_amber,161.7
Karatina pellita,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/1317,wing,3.5,not_amber,161.7
Khasips alisectus,113349,Khasurty (PIN collection 5026),PIN 5026/774,body,3.5,not_amber,119
Khasips kovalevi,113349,Khasurty (PIN collection 5026),PIN 5026/768,body,3.5,not_amber,119
Kovalevimyia lacrimosa,123197,Unda (PIN collection 3015),PIN 3015/299,body,3.5,not_amber,148.55
Laetopsia shatrovskiyi,111716,"Huangbanjigou, Chaomidian Village, CNU 2010 collection",CNU-COL-LB2010016,elytron,3.5,not_amber,127.725
Leia vetusta,138696,Rott (Bauckhorn coll),NA,body,3.5,not_amber,25.715
Lithomerus contiguus,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/2978,elytron,3.5,not_amber,161.7
Lithoplanes elongata,122487,Aix-en-Provence (Museum Marseille Coll),NA,elytron,3.5,not_amber,25.565
Luperodes submonilis,113749,"Wilson Ranch, Florissant",NA,body,3.5,not_amber,35.55
Luperus fossilis,142560,Rott (Lord Dr Pohlig coll),NA,body,3.5,not_amber,25.715
Lycoriomimodes ovatus,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL275,wing,3.5,not_amber,119
Macronotus tuanwangensis,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL86,elytron,3.5,not_amber,119
Macroteleia renatae,155460,Baltic amber (Oehlke collection),Oehlke 130,body,3.5,amber,35.95
Magnirabus furvus,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL35,elytron,3.5,not_amber,119
Manlaya ghidarina,126001,"Karabon Creek, Nerchinskiy Zavod district (PIN collection 1847)",PIN 1847/542,body,3.5,not_amber,119
Manlaya obscura,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/942,forewing,3.5,not_amber,119
Manopsis concavicollis,104748,"Shar-Teg, outcrop 443/1 (PIN collection 4270)",PIN 4270/1110,elytron,3.5,not_amber,148.55
Megachile shanwangae,128552,"Shanwang, Linqu County, collection s (Shandong Provincial Museum)",s82638,hindwing,3.5,not_amber,13.789
Mesaulacinus rasnitsyni,107001,"Gaositai railway station, Chengde City",CH93006,body,3.5,not_amber,127.725
Mesobyrrhus parvus,140479,"Lushangfen village, Fangshan District (NIGP collection)",NIGP 127728,body,3.5,not_amber,117.245
Mesocorethra levis,125407,Shev'ya site (PIN collection 3795),PIN 3795/953,wing,3.5,not_amber,148.55
Mesomphrale asiaticum,154886,"84GTN4, Nanligezhuang, Tuanwang Town, Laiyang City",84SHL281-1,wing,3.5,not_amber,119
Mesorhyphus clavipes,114307,Daya locality (PIN collection 3063),PIN 3063/874,wing,3.5,not_amber,148.55
Mesorhyphus nanus,123987,"Dobbertin, Mecklenburg (Greifswald collection)",NA,wing,3.5,not_amber,182.5
Mesotipula (Mesotipula) parvula,118010,Kubekovo village (PIN collection 1255),PIN 1255/232,wing,3.5,not_amber,168.2
Mesotrichopteridium intermedium,123987,"Dobbertin, Mecklenburg (Greifswald collection)",NA,forewing,3.5,not_amber,182.5
Mesotrichopteridium intermedium,114993,"Klein Lehmhagen pit, Grimmen",LGA 348,forewing,3.5,not_amber,182.5
Meteorus applanatus,123959,Bembridge Marls (Brodie coll),BMNH I.8674,forewing,3.5,not_amber,35.95
Metrorhynchites elongatus,113351,"Balymotikha, Vyazniki (PIN collection 5103)",PIN 5103/274,elytron,3.5,not_amber,253.17
Microbregma sucinoemarginatum,120813,Baltic Amber (Museum Ziemi collection),MZ 21644,body,3.5,amber,35.95
Microcleistogaster leptocera,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/3385,body,3.5,not_amber,161.7
Micropalentomum minusculum,157048,"Beeckerwerth Nr. 4 borehole, 113.65-114.55 m",GLNW Kar 720,forewing,3.5,not_amber,316.35
Microxyelecia brachycera,113439,Karatau-Mikhailovka (PIN collection 2784),PIN 2784/1172,forewing,3.5,not_amber,161.7
Mimallactoneura lirata,154730,"Yujiagou, collection Lby/y3, Beipiao City",Hong 1004,wing,3.5,not_amber,161.7
Mioacinia adriatica,157306,Monte Castellaro (MTR collection),MTR 394,wing,3.5,not_amber,6.2895
Miolyta volcania,138944,"Shanwang, Linqu County, collection K0 (Shandong Geological Museum)",K0147,forewing,3.5,not_amber,13.789
Myangadina nana,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/523,wing,3.5,not_amber,119
Mycetophila occultata,121146,Chagrin Valley,NA,wing,3.5,not_amber,48.25
Mycetophila occultata,121146,Chagrin Valley,NA,body,3.5,not_amber,48.25
Mycomya cockerelli,124002,Florissant (YPM Collection),NA,wing,3.5,not_amber,35.55
Myrmica nebulosa,117612,Mok&#345;ina (Krottensee),NA,forewing,3.5,not_amber,16.435
Necrotaulius parvulus,154307,Alderton Hill Quarry (Brodie collection),BMNH I 15014,forewing,3.5,not_amber,182.5
Necrotaulius parvulus,123987,"Dobbertin, Mecklenburg (Greifswald collection)",NA,forewing,3.5,not_amber,182.5
Neochoristella goodalli,14361,Bulwer (Bul 111),NM 2567,forewing,3.5,not_amber,253.17
Neocleistogaster imperfecta,122332,Gurvan-Ereny-Nuruu (Outcrop 236/29),PIN 3149/936,body,3.5,not_amber,119
Neopolypria nigra,124073,"Baltic Amber, Klebs collection",BMNH In. 18786,elytron,3.5,amber,35.95
Niptus rugosopunctatus,114060,Geiseltal (GPIUH collection),G 55/57,elytron,3.5,not_amber,44.55
Niwratia elongata,77192,"NMVPL425, Koonwarra",NMVP102517,body,3.5,not_amber,117.245
Notocupes picturatus,105971,Karatau-Mikhailovka (PIN collection 2066),PIN 2066/2292,elytron,3.5,not_amber,161.7
Numitor claviger,106384,Florissant (MCZ Collection),Scudder 11283,body,3.5,not_amber,35.55
Ocnoserphus sculptus,103832,"Jianshangou, Beipiao City (NIGP coll)",NIGP 132113,forewing,3.5,not_amber,127.725
Oeclixius amphion,124471,"UCMP B-7461, Pa-Buchil, Simojovel region",UCMP 13057,body,3.5,amber,19.5
Ogmomyia conspicua,123757,"Baltic Amber, Zoological Museum, Humboldt Univ Berlin (ZHMB MfN) Collection",NA,forewing,3.5,amber,35.95
Oligocixia electrina,124578,Dominican amber (NHMW coll),1984/39/7,body,3.5,amber,17.13
Oligocixia electrina,124578,Dominican amber (NHMW coll),1984/39/7,forewing,3.5,amber,17.13
Oloplatypeza munusculum,105375,Obeshchayushchiy (PIN collection 3901),PIN 3901/357,wing,3.5,not_amber,77.05
Oncometeorus aduncus,124849,Baltic amber (PIN collection),NA,forewing,3.5,amber,35.95
Oncopygius venustus,122010,Rott (Statz coll),LACMIP 3621,wing,3.5,not_amber,25.715
Opsiomylacris posthumus,160132,"Lochbrunnen excavation, Oberhof-Obere Schweizerh?tte Road",GPIU Jena P303,tegmen,3.5,not_amber,294.5
Ormosia (Oreophila) jurate,140808,Baltic amber (Vilnius University collection),VU 562,body,3.5,amber,35.95
Orthopelma curvitibialis,122010,Rott (Statz coll),LACMIP 3961,body,3.5,not_amber,25.715
Palaecomoptera curvicosta,113359,"Bon Tsagaan (PIN collection 3559, outcrop 35)",PIN 3559/3751,wing,3.5,not_amber,119
Palaecomoptera longimedia,113353,"Baissa (PIN collection 4210, layer 35)",PIN 4210/2949,wing,3.5,not_amber,119
Palaeoaphis armani,105375,Obeshchayushchiy (PIN collection 3901),PIN 3901/808,body,3.5,not_amber,77.05
Palaeocrassirhinus messelensis,140818,"Grube Messel Pit, grid square F11, 4.16-4.46 m above alpha",FIS MeI 3682,body,3.5,not_amber,44.5
Palaeoinfurcitinea rohdendorfi,122591,"Baltic Amber, Yantarnyi village (PIN collection 964)",PIN 964/661,forewing,3.5,amber,35.95
Palaeopetia longisaetigera,103657,Bon Tsagaan (PIN collection 3559),PIN 3559/9168,body,3.5,not_amber,119
Palaeopetia longisaetigera,103657,Bon Tsagaan (PIN collection 3559),PIN 3559/9352,wing,3.5,not_amber,119
Palaeotinea rasnitsyni,123978,"Baltic Amber, K. M. Sadilenko Collection",K. M. Sadilenko collection 2-1-9,hindwing,3.5,amber,35.95
Paleosisyra electrobaltica,124468,Baltic amber (Wichard collection),NA,forewing,3.5,amber,35.95
Paleowinus mirabilis,125656,"Liutiaogou Village, Dashuangmiao Town (CNU collection)",CNU-COL-NN2008069,elytron,3.5,not_amber,123.955
Paradictyodiptera trianalis,105086,"Sogyuty, Issyk-Kul (PIN Collection 358)",PIN 358/36,wing,3.5,not_amber,196.05
Paragyrinus dubius,124688,Lower Lias (Brodie coll),Pl XLI fig 43,body,3.5,not_amber,202.5
Parandrexis parvula,115792,"Galkino, East Karatau (PIN collection 965)",PIN 965/34,elytron,3.5,not_amber,161.7
Parapermopsylla tricubita,104826,"Tasch Nobel V, Bed 7",Univ Wichita 1243,tegmen,3.5,not_amber,284.7
Parapleciofungivora triangulata,154887,"84GT1, west Tuanwang Village, Laiyang City",84SHL124,body,3.5,not_amber,119
Parasabatinca caldasae,125511,Crato (Vulcano collection),CV-146,body,3.5,not_amber,117.245
Parasabatinca caldasae,123013,Crato (MN-RJ Desiree collection),CD-I-129,forewing,3.5,not_amber,117.245
Parasabatinca caldasae,149767,Crato (GP/1T collection),GP/1T-1630,body,3.5,not_amber,117.245
Parasheimia truncata,122753,"Chekarda, Sylva River (PIN collection 4987)",PIN 4987/28,hindwing,3.5,not_amber,275.8
