species,collection_no,lithology,specimen ID,part,measurement,mean
NA,113698,"""limestone""",NA,elytron,length,45
NA,106381,"""shale""",NA,body,length,8
NA,113749,not reported,NA,tegmen,width,12
NA,113749,not reported,NA,tegmen,length,30.5
NA,124524,"""shale""",LACM S9006,wing,width,2.6
NA,124524,"""shale""",LACM S9006,wing,length,7
NA,152187,amber,NA,wing,length,4.5
NA,152187,amber,NA,body,length,5.5
NA,113693,"""limestone""",NA,tegmen,width,6.5
NA,113693,"""limestone""",NA,tegmen,length,39
NA,113693,"""limestone""",NA,tegmen,width,5
NA,113693,"""limestone""",NA,tegmen,length,35.5
NA,113693,"""limestone""",NA,tegmen,width,5
NA,113693,"""limestone""",NA,tegmen,length,30.5
Aafrita biladalshama,122471,amber,MNHN Azar 641B,tegmen,width,1.05
Aafrita biladalshama,122471,amber,MNHN Azar 641B,tegmen,length,3.31
Aafrita biladalshama,122471,amber,MNHN Azar 641B,body,width,1.02
Aafrita biladalshama,122471,amber,MNHN Azar 641B,body,length,3.5
Abanaxipha longispina,122473,amber,NMNH 502562,body,length,12.5
Abanaxipha longispina,140930,amber,LEM 10950,tegmen,length,5.6
Abanaxipha longispina,140930,amber,LEM 10950,body,length,7.5
Abaptilon sibiricum,124590,"""siliciclastic""",NA,wing,width,16.5
Abaptilon sibiricum,124590,"""siliciclastic""",NA,wing,length,40
Abashevia suchovi,124598,"""siliciclastic""",PIN 1248/1,forewing,width,10.5
Abashevia suchovi,124598,"""siliciclastic""",PIN 1248/1,forewing,length,27
Abbrevikhosara ovoidea,104754,siltstone,PIN 3840/1249,forewing,width,7.3
Abbrevikhosara ovoidea,104754,siltstone,PIN 3840/1249,forewing,length,15
Aberrokorynetes abludens,123757,amber,MfN MB.J.471,body,length,3.2
Abia lonicerae,138944,mudstone,K0274,forewing,width,3.2
Abia lonicerae,138944,mudstone,K0274,forewing,length,9.6
Abia lonicerae,138944,mudstone,K0274,body,width,6
Abia lonicerae,138944,mudstone,K0274,body,length,12
Abia maculosa,128551,mudstone,820091,forewing,width,3.3
Abia maculosa,128551,mudstone,820091,forewing,length,11.1
Abia maculosa,128551,mudstone,820091,hindwing,width,2.4
Abia maculosa,128551,mudstone,820091,hindwing,length,6.8
Abia paurocephala,128550,mudstone,79085,forewing,width,4
Abia paurocephala,128550,mudstone,79085,forewing,length,12.2
Abia paurocephala,128550,mudstone,79085,body,length,14
Abia shandongensis,128550,mudstone,Beijing Museum of Natural History 80193,forewing,length,18
Abia shandongensis,128550,mudstone,Beijing Museum of Natural History 80193,body,length,21.5
Abia shanwangensis,128550,mudstone,79038,forewing,width,3.4
Abia shanwangensis,128550,mudstone,79038,forewing,length,12.6
Abia shanwangensis,128550,mudstone,79038,hindwing,width,2.6
Abia shanwangensis,128550,mudstone,79038,hindwing,length,8.4
Abia shanwangensis,128550,mudstone,79038,body,length,14.9
Ablabesmyia electrohispaniolana,122474,amber,SMNS Do-5503-M,wing,length,1.7
Ablabesmyia electrohispaniolana,122474,amber,SMNS Do-5503-M,body,length,3.2
Aboilus abbreviatus,106279,siltstone,PIN 2904/1630,tegmen,length,25.5
Aboilus amplus,113439,siltstone,PIN 2784/2360,tegmen,length,70
Aboilus aulietus,105971,siltstone,PIN 2066/830,forewing,width,12
Aboilus aulietus,105971,siltstone,PIN 2066/830,forewing,length,48
Aboilus aulietus,105971,siltstone,PIN 2066/831,forewing,width,12
Aboilus aulietus,105971,siltstone,PIN 2066/831,forewing,length,45
Aboilus aulietus,105970,siltstone,PIN 2554/236,forewing,width,13
Aboilus aulietus,105970,siltstone,PIN 2554/236,forewing,length,42
Aboilus besobrasovae,122585,siltstone,NA,tegmen,width,22.5
Aboilus besobrasovae,122585,siltstone,NA,tegmen,length,70
Aboilus besobrasovae,122585,siltstone,NA,body,length,52
Aboilus cellulosus,114701,"""siliciclastic""",TSNIGRI KK 1/9ab,forewing,length,64
Aboilus cellulosus,114701,"""siliciclastic""",TSNIGRI KK 1/1,forewing,length,62
Aboilus dilutus,106279,siltstone,PIN 2904/1632,tegmen,length,48.5
Aboilus faciatus,155018,mudstone,36 khc 78/1-2,tegmen,width,12
Aboilus faciatus,155018,mudstone,36 khc 78/1-2,tegmen,length,30
Aboilus fasciatus,31311,siltstone,NA,tegmen,width,15
Aboilus fasciatus,31311,siltstone,NA,tegmen,length,46
Aboilus femineus,105426,siltstone,PIN 2997/1736,tegmen,length,75
Aboilus huanghuachunensis,152382,"""siliciclastic""",Beijing Natural History Museum LV8-1014,tegmen,width,13
Aboilus huanghuachunensis,152382,"""siliciclastic""",Beijing Natural History Museum LV8-1014,tegmen,length,35
Aboilus jiyuanensis,154075,"""siliciclastic""",NIGP 133704,tegmen,width,16.5
Aboilus jiyuanensis,154075,"""siliciclastic""",NIGP 133704,tegmen,length,44
Aboilus krassilovi,125487,"""siliciclastic""",PIN 3490/18,tegmen,width,20.8
Aboilus krassilovi,125487,"""siliciclastic""",PIN 3490/18,tegmen,length,61.5
Aboilus lamina,154074,"""siliciclastic""",NIGP 44784,tegmen,length,104
Aboilus longitudinalis,105426,siltstone,PIN 2997/304,tegmen,length,55
Aboilus pullus,105426,siltstone,PIN 2997/299,tegmen,length,29
Aboilus tigris,105426,siltstone,PIN 2997/1772,tegmen,length,70
Aboilus transversalis,105970,siltstone,PIN 2554/270,tegmen,length,48
Aboilus tuzigouensis,103480,sandstone,NIGP 133703,tegmen,width,36.5
Aboilus tuzigouensis,103480,sandstone,NIGP 133703,tegmen,length,110
Aboilus zebra,113439,siltstone,PIN 2784/34,tegmen,length,33
Abolescus glabratus,106101,siltstone,PIN 2239/1390,body,width,1.8
Abolescus glabratus,106101,siltstone,PIN 2239/1390,body,length,5
Abrenthorrhinus brevirostris,106102,siltstone,PIN 2384/510,body,length,5.3
Abrigramma calophleba,160777,mudstone,CNU-NEU-HP2009001,forewing,width,44
Abrigramma calophleba,160777,mudstone,CNU-NEU-HP2009001,forewing,length,73
Abrocar brachyorhinos,111717,mudstone,CNU-C-LB2005105,body,length,2.5
Abrocar concavus,112845,mudstone,CNU-C-LB2007105,body,length,4.3
Abrocar macilentus,111710,mudstone,CNU-C-LB2006102,elytron,width,0.7
Abrocar macilentus,111710,mudstone,CNU-C-LB2006102,elytron,length,1.8
Abrocar macilentus,111710,mudstone,CNU-C-LB2006102,body,length,2.5
Abrocar relicinus,111716,mudstone,CNU-C-LB2010152,body,length,2.6
Abrocossus longus,113372,"""shale""",NIGP NND04052,forewing,width,23.5
Abrocossus longus,113372,"""shale""",NIGP NND04052,forewing,length,60.1
Abrohadeocoleodes eurycladus,113366,"""shale""",CNU-C-NN2010803,elytron,width,1.7
Abrohadeocoleodes eurycladus,113366,"""shale""",CNU-C-NN2010803,elytron,length,4.8
Abrohadeocoleodes eurycladus,113366,"""shale""",CNU-C-NN2010803,body,width,3.4
Abrohadeocoleodes eurycladus,113366,"""shale""",CNU-C-NN2010803,body,length,7
Abrohadeocoleodes nii,113366,"""shale""",CNU-C-NN2010805,elytron,width,1.6
Abrohadeocoleodes nii,113366,"""shale""",CNU-C-NN2010805,elytron,length,5
Abrohadeocoleodes nii,113366,"""shale""",CNU-C-NN2010805,body,width,3.2
Abrohadeocoleodes nii,113366,"""shale""",CNU-C-NN2010805,body,length,7.5
Abrohadeocoleodes ooideus,113366,"""shale""",CNU-C-NN2010804,elytron,width,2
Abrohadeocoleodes ooideus,113366,"""shale""",CNU-C-NN2010804,elytron,length,6.5
Abrohadeocoleodes ooideus,113366,"""shale""",CNU-C-NN2010804,body,width,4
Abrohadeocoleodes ooideus,113366,"""shale""",CNU-C-NN2010804,body,length,10
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010806,elytron,width,2.4
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010806,elytron,length,6.7
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010806,body,width,4.8
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010806,body,length,9.5
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010807,elytron,width,1.9
Abrohadeocoleodes patefactus,113366,"""shale""",CNU-C-NN2010807,elytron,length,5
Abrohemeroscopus mengi,105248,"""shale""",No. DL0157-1,forewing,width,13
Abrohemeroscopus mengi,105248,"""shale""",No. DL0157-1,forewing,length,52
Abrohemeroscopus mengi,105248,"""shale""",No. DL0157-1,Thorax,width,16
Abrohemeroscopus mengi,105248,"""shale""",No. DL0157-1,hindwing,width,19
Abrohemeroscopus mengi,105248,"""shale""",No. DL0157-1,hindwing,length,50
Abropelecinus annulatus,111710,mudstone,CNU-HYM-LB2006046,body,width,1.3
Abropelecinus annulatus,111710,mudstone,CNU-HYM-LB2006046,body,length,10.9
Abrotoma robusta,113362,"""shale""",CNU-HYM-NN2008014,forewing,length,14.5
Abrotoma robusta,113362,"""shale""",CNU-HYM-NN2008014,body,length,16.5
Abrotoxyela lepida,113362,"""shale""",CNU-HYM-NN2008004,forewing,length,13
Abrotoxyela lepida,113362,"""shale""",CNU-HYM-NN2008004,body,length,17
Abrotoxyela multiciliata,113362,"""shale""",CNU-HYM-NN2008005,forewing,length,14.8
Abrotoxyela multiciliata,113362,"""shale""",CNU-HYM-NN2008005,body,length,16
Abrotus reconditus,106101,siltstone,PIN 2239/1451,elytron,length,5.2
Abrotus reconditus,106101,siltstone,PIN 2239/1451,body,width,2.5
Abrotus reconditus,106101,siltstone,PIN 2239/1451,body,length,8.2
Abrotus sepultus,105971,siltstone,PIN 2066/3291,elytron,length,4.5
Abrotus sepultus,105971,siltstone,PIN 2066/3291,body,width,2.3
Abrotus sepultus,105971,siltstone,PIN 2066/3291,body,length,7
Abscondus regularis,106101,siltstone,PIN 2239/1375,body,width,2.3
Abscondus regularis,106101,siltstone,PIN 2239/1375,body,length,8.5
Abscondus similis,105971,siltstone,PIN 2066/2895,body,width,1.2
Abscondus similis,105971,siltstone,PIN 2066/2895,body,length,5.5
Absoluta distincta,105086,"""siliciclastic""",PIN 358/506,hindwing,width,2.6
Absoluta distincta,105086,"""siliciclastic""",PIN 358/506,hindwing,length,4.2
Absoluta elongata,105087,"""siliciclastic""",PIN 371/1125,hindwing,width,1.4
Absoluta elongata,105087,"""siliciclastic""",PIN 371/1125,hindwing,length,3.4
Absoluta elongata,105086,"""siliciclastic""",PIN 358/49a,forewing,length,3.2
Absyrtus decrepitus,106384,"""shale""",MCZ 2268,Body,length,7.25
Acalles exhumatus,113749,not reported,NA,body,length,6.25
Acallomyia probolaea,106381,"""shale""",AMNH 26603,wing,width,1.2
Acallomyia probolaea,106381,"""shale""",AMNH 26603,wing,length,3
Acallomyia probolaea,106381,"""shale""",AMNH 26603,body,length,4.7
Acalyptus obtusus,106384,"""shale""",NA,body,length,2.4
Acanthocephalonotum martinsnetoi,157776,mudstone,MAPBAR 4137,body,width,3.6
Acanthocephalonotum martinsnetoi,157776,mudstone,MAPBAR 4137,body,length,4.7
Acanthocinus schmidti,109196,marl,GZG 10437,body,length,14
Acanthocinus schmidti,109196,marl,GZG 12836,body,length,15
Acanthocryptus bischoffi,122010,"""shale""",NA,forewing,length,5
Acanthocryptus bischoffi,122010,"""shale""",NA,body,length,7.5
Acanthognathus poinari,122472,amber,H-10-135,body,width,0.32
Acanthognathus poinari,122472,amber,H-10-135,body,length,3
Acantholyda erythrocephala,113893,"diatomite/""volcaniclastic""",MNHN-LP-R 54925,forewing,width,5
Acantholyda erythrocephala,113893,"diatomite/""volcaniclastic""",MNHN-LP-R 54925,forewing,length,14.5
Acantholyda erythrocephala,113893,"diatomite/""volcaniclastic""",MNHN-LP-R 54925,body,length,22
Acantholyda erythrocephala,113893,"diatomite/""volcaniclastic""",MNHN-LP-R 54925,hindwing,width,3.5
Acantholyda erythrocephala,113893,"diatomite/""volcaniclastic""",MNHN-LP-R 54925,hindwing,length,10.5
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,forewing,width,4.5
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,forewing,length,16
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,hindwing,width,3.5
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,hindwing,length,9
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,body,length,21
Acantholyda erythrocephala,156164,diatomite,MPVR R-149,body,width,7
Acantholyda ribesalbesensis,140794,"""shale""",RS 16,forewing,length,7.5
Acanthomyites aldrichi,105004,"""shale""",USNM 66925 ,body,length,6
Acanthosoma debile,121474,marl,A. debile d3 type,forewing,length,7.5
Acanthosoma debile,121474,marl,A. debile d3 type,body,length,8.4
Acanthosoma joursacensis,138766,mudstone,Musee Rames 4,body,length,13.5
Acanthostichus hispaniolicus,122474,amber,SMNS Do-3854-1 -4,body,length,5.72
Acanthotrichaphis paulisensoriata,106103,siltstone/marl,PIN 4210/2808,forewing,length,2.9
Acanthotrichaphis paulisensoriata,106103,siltstone/marl,PIN 4210/2808,body,length,2.4
Accretonemoura grata,126000,siltstone/marl,PIN 1989/3630,forewing,width,3
Accretonemoura grata,126000,siltstone/marl,PIN 1989/3630,forewing,length,9
Accretonemoura radiata,113357,"""siliciclastic""",PIN 3147/251,forewing,width,2.6
Accretonemoura radiata,113357,"""siliciclastic""",PIN 3147/251,forewing,length,8.5
Acerotella krylovi,123762,amber,NA,body,length,1.05
Achalcus latipennis,123927,amber,Konigsberg 4600,wing,length,1.25
Achalcus latipennis,123927,amber,Konigsberg 4600,body,length,1.75
Achenium ingens,122487,"""limestone""",NA,elytron,width,1.75
Achenium ingens,122487,"""limestone""",NA,elytron,length,3
Achenium ingens,122487,"""limestone""",NA,body,width,4.5
Achenium ingens,122487,"""limestone""",NA,body,length,19
Acheonus abbreviatus,106102,siltstone,PIN 2384/462,elytron,length,3.6
Acheonus abbreviatus,106102,siltstone,PIN 2384/462,body,width,1.9
Acheonus abbreviatus,106102,siltstone,PIN 2384/462,body,length,5.4
Acheonus gracilis,113439,siltstone,PIN 2784/1404,elytron,length,2.9
Acheonus gracilis,113439,siltstone,PIN 2784/1404,body,width,1.4
Acheonus gracilis,113439,siltstone,PIN 2784/1404,body,length,4.2
Acheonus minutissimus,105426,siltstone,PIN 2997/1992,elytron,length,2.1
Acheonus minutissimus,105426,siltstone,PIN 2997/1992,body,width,1.1
Acheonus minutissimus,105426,siltstone,PIN 2997/1992,body,length,3.5
Achrestocoris cinerarius,106384,"""shale""",4480,body,width,3.6
Achrestocoris cinerarius,106384,"""shale""",4480,body,length,8.5
Achrysopilus neimenguensis,113360,"""shale""",CNU-DB-NN2006001,wing,width,2
Achrysopilus neimenguensis,113360,"""shale""",CNU-DB-NN2006001,wing,length,5.5
Achrysopilus neimenguensis,113360,"""shale""",CNU-DB-NN2006001,body,length,7
Acilius florissantensis,106381,"""shale""",YPM 257,body,length,13
Acilius florissantensis,106381,"""shale""",YPM 257,body,width,9.25
Acixiites costalis,122352,"""carbonate""",AMNH 43633,body,length,6.5
Acixiites costalis,122352,"""carbonate""",AMNH 43636,body,length,5.3
Acixiites costalis,122352,"""carbonate""",AMNH 43633,tegmen,length,7
Acixiites immodesta,122352,"""carbonate""",AMNH 43679,body,length,4.4
Acixiites immodesta,122352,"""carbonate""",AMNH 43679,tegmen,length,6.4
Acmaeoblatta lanceolata,123812,"""shale""",USNM 38678,tegmen,length,10
Acmaeodera burmitina,123020,amber,NA,body,length,19
Acmaeodera burmitina,123020,amber,NA,elytra,length,15
Acmaeodera perreaui,113685,diatomite,Coll. Piton 575,elytron,length,4
Acmaeodera perreaui,113685,diatomite,Coll. Piton 575,body,length,6
Acmaeoderimorpha emersa,123220,"""siliciclastic""",PIN 2385/993,elytron,length,4.4
Acmaeoderimorpha emersa,123220,"""siliciclastic""",PIN 2385/993,body,length,6
Acmaeoderimorpha ignota,106101,siltstone,PIN 2239/1323,elytron,length,3.5
Acmaeoderimorpha ignota,106101,siltstone,PIN 2239/1323,body,length,5.5
Acnemia cyclosoma,122746,"""shale""",USNM 69176,wing,length,5
Acnemia cyclosoma,122746,"""shale""",USNM 69176,body,length,5.5
Acnemia simplex,123959,lime mudstone,BMNH I.9397,wing,length,2
Acoblatta argillacea,124498,claystone,NA,tegmen,width,10
Acoblatta argillacea,124498,claystone,NA,tegmen,length,23
Acocephalites breddini,118362,"""limestone""",MGB 505,tegmen,length,4.05
Acocephalites breddini,118362,"""limestone""",MGB 505,tegmen,width,1.5
Acocephalus adae,121306,"diatomite/""shale""",Scudder coll 72,body,width,1.4
Acocephalus adae,121306,"diatomite/""shale""",Scudder coll 72,body,length,5.25
Acocephalus callosus,106384,"""shale""",11307(14385),body,width,2.5
Acocephalus callosus,106384,"""shale""",11307(14385),body,length,6.5
Acocephalus callosus,106384,"""shale""",11307(14385),tegmen,length,5.5
Acoenites defunctus,106381,"""shale""",AMNH-FI-22982,body,length,5
Acosmelytron delicatum,111219,"""limestone""",YPM 5416,elytron,width,1.6
Acosmelytron delicatum,111219,"""limestone""",YPM 5416,elytron,length,6
Acosmoblatta eakiniana,122604,"""shale""",USNM 38169,fragment,width,6.5
Acosmoblatta eakiniana,122604,"""shale""",USNM 38169,fragment,length,15.25
Acosmoblatta permacra,122604,"""shale""",USGS 2187(2188),tegmen,width,5.65
Acosmoblatta permacra,122604,"""shale""",USGS 2187(2188),tegmen,length,17
Acourtia perplexa,123960,lime mudstone,BMNH In.24336,forewing,length,5
Acridiopsis spoliata,107558,mudstone,MGITHB fig 87,forewing,width,3.6
